datetime,QFIN,STAT,MATH,COMP,SOCI,SOTH
2026-03-26 14:15:00,7200.3,41.82,93.6,75.83,78.55,85.25
2026-03-26 14:20:00,7194.4,41.83,93.66,76.37,78.55,85.18
2026-03-26 14:25:00,7189.8,41.8,93.75,76.4,78.53,84.87
2026-03-26 14:30:00,7198.4,41.83,94.02,76.04,78.52,84.85
2026-03-26 14:35:00,7189.6,41.72,94.12,76.38,78.53,85.15
2026-03-26 14:40:00,7186.6,41.69,93.72,76.73,78.53,84.98
2026-03-26 14:45:00,7189.8,41.69,93.89,76.54,78.51,84.71
2026-03-26 14:50:00,7184.8,41.69,93.76,76.48,78.49,84.44
2026-03-26 14:55:00,7189.0,41.66,93.61,76.19,78.49,84.26
2026-03-26 15:00:00,7188.3,41.6,93.34,76.3,78.48,83.96
2026-03-26 15:05:00,7188.8,41.55,93.32,76.18,78.47,83.82
2026-03-26 15:10:00,7188.9,41.62,93.14,75.61,78.49,83.95
2026-03-26 15:15:00,7186.1,41.72,93.3,75.98,78.47,83.72
2026-03-26 15:20:00,7190.9,41.7,93.23,76.02,78.47,83.75
2026-03-26 15:25:00,7194.4,41.66,93.23,76.05,78.48,83.85
2026-03-26 15:30:00,7196.0,41.69,93.08,76.0,78.48,83.8
2026-03-26 15:35:00,7194.2,41.75,93.08,76.19,78.48,83.8
2026-03-26 15:40:00,7193.4,41.74,93.1,76.01,78.48,83.88
2026-03-26 15:45:00,7185.5,41.77,93.0,76.42,78.49,84.02
2026-03-26 15:50:00,7176.7,41.7,92.79,75.95,78.52,84.37
2026-03-26 15:55:00,7178.1,41.76,92.67,75.89,78.52,84.35
2026-03-26 16:00:00,7177.7,41.68,92.49,75.24,78.51,84.07
2026-03-27 09:30:00,7199.3,41.81,95.48,72.24,78.33,82.75
2026-03-27 09:35:00,7204.9,41.84,96.08,72.62,78.33,83.03
2026-03-27 09:40:00,7205.4,41.79,96.5,72.52,78.34,83.42
2026-03-27 09:45:00,7204.5,41.71,96.65,72.16,78.34,83.65
2026-03-27 09:50:00,7208.4,41.81,96.92,72.4,78.35,83.98
2026-03-27 09:55:00,7201.7,41.8,96.91,72.49,78.36,84.09
2026-03-27 10:00:00,7200.0,41.7,97.08,72.48,78.38,84.57
2026-03-27 10:05:00,7207.8,41.71,97.14,72.55,78.37,84.36
2026-03-27 10:10:00,7209.6,41.68,97.88,72.92,78.39,85.21
2026-03-27 10:15:00,7218.7,41.83,98.21,73.18,78.38,85.11
2026-03-27 10:20:00,7218.0,41.88,98.0,73.79,78.4,85.41
2026-03-27 10:25:00,7229.2,41.91,98.36,73.99,78.39,85.48
2026-03-27 10:30:00,7235.0,41.9,98.41,73.78,78.38,85.24
2026-03-27 10:35:00,7237.2,41.87,97.94,73.73,78.35,84.43
2026-03-27 10:40:00,7231.5,41.79,97.76,73.38,78.36,84.57
2026-03-27 10:45:00,7234.9,41.79,97.84,73.0,78.36,84.71
2026-03-27 10:50:00,7230.5,41.83,97.88,73.39,78.36,84.59
2026-03-27 10:55:00,7231.9,41.86,98.01,73.78,78.34,84.46
2026-03-27 11:00:00,7233.1,41.81,97.79,74.1,78.35,84.45
2026-03-27 11:05:00,7227.6,41.82,98.2,74.43,78.35,84.69
2026-03-27 11:10:00,7225.8,41.75,98.27,74.41,78.33,84.33
2026-03-27 11:15:00,7220.8,41.76,98.41,74.08,78.34,84.61
2026-03-27 11:20:00,7231.4,41.72,98.62,74.29,78.35,84.89
2026-03-27 11:25:00,7228.0,41.72,99.05,74.7,78.36,85.26
2026-03-27 11:30:00,7230.6,41.77,99.5,74.65,78.35,85.38
2026-03-27 11:35:00,7223.5,41.78,99.61,73.89,78.34,85.19
2026-03-27 11:40:00,7214.4,41.81,99.53,73.97,78.35,85.4
2026-03-27 11:45:00,7212.4,41.79,99.62,74.01,78.35,85.51
2026-03-27 11:50:00,7208.1,41.78,99.6,73.92,78.36,85.68
2026-03-27 11:55:00,7201.2,41.82,99.56,73.97,78.37,85.73
2026-03-27 12:00:00,7201.3,41.77,99.97,74.14,78.36,85.9
2026-03-27 13:00:00,7202.2,41.69,100.23,74.49,78.46,87.73
2026-03-27 13:05:00,7187.8,41.71,99.85,74.83,78.45,87.48
2026-03-27 13:10:00,7190.7,41.78,99.87,74.34,78.46,87.68
2026-03-27 13:15:00,7180.3,41.69,99.64,74.1,78.47,87.72
2026-03-27 13:20:00,7178.5,41.65,99.02,74.3,78.46,87.18
2026-03-27 13:25:00,7188.0,41.65,98.96,73.75,78.44,86.82
2026-03-27 13:30:00,7185.6,41.65,99.57,73.76,78.44,87.2
2026-03-27 13:35:00,7197.6,41.62,99.93,73.53,78.45,87.54
2026-03-27 13:40:00,7199.1,41.55,99.83,73.53,78.47,87.9
2026-03-27 13:45:00,7199.5,41.53,99.84,73.72,78.48,88.03
2026-03-27 13:50:00,7199.2,41.6,99.67,73.39,78.47,87.68
2026-03-27 13:55:00,7204.2,41.69,99.85,73.07,78.48,88.1
2026-03-27 14:00:00,7200.3,41.67,100.41,73.14,78.47,88.19
2026-03-27 14:05:00,7197.2,41.73,100.47,73.9,78.48,88.4
2026-03-27 14:10:00,7193.2,41.72,100.14,73.99,78.52,88.88
2026-03-27 14:15:00,7192.7,41.73,100.15,74.0,78.52,88.89
2026-03-27 14:20:00,7189.6,41.73,100.07,73.82,78.53,88.98
2026-03-27 14:25:00,7191.9,41.74,100.06,73.96,78.57,89.67
2026-03-27 14:30:00,7191.8,41.72,99.73,74.38,78.57,89.58
2026-03-27 14:35:00,7196.8,41.73,99.58,74.21,78.57,89.37
2026-03-27 14:40:00,7194.6,41.8,99.53,74.37,78.54,88.92
2026-03-27 14:45:00,7190.4,41.74,99.63,74.04,78.55,89.11
2026-03-27 14:50:00,7191.1,41.72,99.73,74.35,78.59,89.79
2026-03-27 14:55:00,7189.3,41.66,99.84,74.32,78.57,89.46
2026-03-27 15:00:00,7197.6,41.64,100.16,74.25,78.56,89.6
2026-03-27 15:05:00,7205.2,41.65,100.54,74.42,78.55,89.68
2026-03-27 15:10:00,7202.7,41.61,100.31,74.77,78.57,89.76
2026-03-27 15:15:00,7203.3,41.62,100.11,75.08,78.56,89.49
2026-03-27 15:20:00,7205.6,41.58,100.56,75.2,78.56,89.76
2026-03-27 15:25:00,7203.5,41.61,100.62,75.26,78.55,89.7
2026-03-27 15:30:00,7204.3,41.67,100.6,75.19,78.53,89.37
2026-03-27 15:35:00,7201.4,41.71,100.21,75.41,78.52,88.98
2026-03-27 15:40:00,7204.8,41.7,99.62,75.46,78.5,88.27
2026-03-27 15:45:00,7198.6,41.73,99.37,75.61,78.49,88.0
2026-03-27 15:50:00,7201.0,41.81,99.64,75.74,78.51,88.49
2026-03-27 15:55:00,7199.0,41.81,99.97,75.91,78.53,88.98
2026-03-27 16:00:00,7204.7,41.84,99.93,75.82,78.54,89.03
2026-03-30 09:30:00,6932.7,41.56,93.19,68.17,78.7,88.6
2026-03-30 09:35:00,6934.8,41.5,92.62,68.34,78.71,88.4
2026-03-30 09:40:00,6942.7,41.52,92.65,68.34,78.69,88.09
2026-03-30 09:45:00,6928.5,41.45,92.77,68.61,78.71,88.53
2026-03-30 09:50:00,6929.6,41.4,92.82,68.63,78.72,88.73
2026-03-30 09:55:00,6923.6,41.34,92.83,68.76,78.71,88.62
2026-03-30 10:00:00,6915.2,41.34,92.82,69.11,78.72,88.76
2026-03-30 10:05:00,6912.9,41.45,92.76,69.53,78.72,88.75
2026-03-30 10:10:00,6917.5,41.44,92.66,69.24,78.67,87.91
2026-03-30 10:15:00,6924.3,41.34,92.47,69.25,78.66,87.57
2026-03-30 10:20:00,6919.3,41.27,92.61,69.51,78.68,87.99
2026-03-30 10:25:00,6915.3,41.26,92.46,68.94,78.7,88.21
2026-03-30 10:30:00,6906.4,41.19,92.12,68.57,78.71,88.16
2026-03-30 10:35:00,6904.6,41.23,91.99,68.92,78.69,87.78
2026-03-30 10:40:00,6906.8,41.29,91.96,68.63,78.65,87.26
2026-03-30 10:45:00,6904.3,41.27,91.81,68.93,78.64,86.92
2026-03-30 10:50:00,6899.8,41.25,92.08,69.35,78.64,87.1
2026-03-30 10:55:00,6892.6,41.18,92.17,69.55,78.65,87.27
2026-03-30 11:00:00,6900.9,41.21,92.23,69.18,78.64,87.16
2026-03-30 11:05:00,6897.3,41.16,91.92,69.21,78.63,86.86
2026-03-30 11:10:00,6887.5,41.11,91.92,69.01,78.63,86.85
2026-03-30 11:15:00,6889.0,41.14,92.04,68.77,78.61,86.65
2026-03-30 11:20:00,6887.7,41.14,92.35,69.07,78.63,87.07
2026-03-30 11:25:00,6896.7,41.2,92.22,69.36,78.65,87.36
2026-03-30 11:30:00,6892.6,41.23,91.51,69.32,78.68,87.44
2026-03-30 11:35:00,6893.1,41.2,91.64,68.88,78.67,87.41
2026-03-30 11:40:00,6902.6,41.19,91.46,68.71,78.63,86.62
2026-03-30 11:45:00,6901.3,41.2,91.08,68.46,78.62,86.24
2026-03-30 11:50:00,6894.8,41.16,91.29,68.47,78.66,87.05
2026-03-30 11:55:00,6902.4,41.16,91.62,68.51,78.66,87.23
2026-03-30 12:00:00,6899.6,41.17,91.96,68.11,78.67,87.52
2026-03-30 13:00:00,6920.6,41.2,92.01,68.13,78.6,86.44
2026-03-30 13:05:00,6925.2,41.2,91.74,68.26,78.6,86.29
2026-03-30 13:10:00,6920.5,41.19,91.64,68.38,78.6,86.34
2026-03-30 13:15:00,6923.1,41.23,91.49,68.15,78.64,86.88
2026-03-30 13:20:00,6930.0,41.22,91.24,68.4,78.64,86.82
2026-03-30 13:25:00,6934.0,41.29,91.29,68.65,78.63,86.58
2026-03-30 13:30:00,6934.3,41.26,91.38,68.73,78.64,86.9
2026-03-30 13:35:00,6927.8,41.28,90.63,68.76,78.67,86.77
2026-03-30 13:40:00,6925.4,41.29,90.91,68.58,78.66,86.74
2026-03-30 13:45:00,6927.2,41.28,91.67,68.37,78.67,87.39
2026-03-30 13:50:00,6921.9,41.2,91.03,68.56,78.67,87.03
2026-03-30 13:55:00,6912.5,41.16,90.73,68.34,78.68,86.96
2026-03-30 14:00:00,6910.0,41.22,90.81,68.29,78.68,87.12
2026-03-30 14:05:00,6904.3,41.23,90.41,68.44,78.71,87.37
2026-03-30 14:10:00,6898.8,41.17,90.0,68.22,78.74,87.56
2026-03-30 14:15:00,6905.3,41.27,89.82,67.98,78.72,87.19
2026-03-30 14:20:00,6905.7,41.27,89.8,67.75,78.73,87.35
2026-03-30 14:25:00,6900.7,41.29,89.87,68.12,78.74,87.53
2026-03-30 14:30:00,6905.1,41.27,89.83,68.22,78.74,87.59
2026-03-30 14:35:00,6914.8,41.37,89.37,67.58,78.72,86.95
2026-03-30 14:40:00,6912.4,41.35,88.91,67.81,78.75,87.22
2026-03-30 14:45:00,6907.8,41.28,89.1,68.11,78.72,86.92
2026-03-30 14:50:00,6895.8,41.27,88.71,68.16,78.75,87.23
2026-03-30 14:55:00,6894.3,41.17,89.01,68.63,78.74,87.18
2026-03-30 15:00:00,6895.1,41.18,89.45,68.41,78.74,87.41
2026-03-30 15:05:00,6897.9,41.19,89.47,68.75,78.74,87.45
2026-03-30 15:10:00,6908.2,41.25,89.73,68.63,78.76,87.94
2026-03-30 15:15:00,6911.4,41.29,89.83,68.02,78.74,87.65
2026-03-30 15:20:00,6917.5,41.29,90.18,67.92,78.73,87.52
2026-03-30 15:25:00,6914.4,41.25,90.27,68.38,78.74,87.86
2026-03-30 15:30:00,6915.9,41.25,90.26,68.32,78.75,88.03
2026-03-30 15:35:00,6918.4,41.21,90.03,68.02,78.77,88.24
2026-03-30 15:40:00,6912.4,41.22,89.79,68.3,78.78,88.28
2026-03-30 15:45:00,6914.5,41.23,89.73,68.07,78.77,88.09
2026-03-30 15:50:00,6909.9,41.14,89.51,68.46,78.78,88.02
2026-03-30 15:55:00,6909.5,41.23,89.7,68.74,78.79,88.41
2026-03-30 16:00:00,6903.3,41.18,89.85,68.29,78.81,88.79
2026-03-31 09:30:00,6960.2,41.42,96.66,62.68,78.43,86.47
2026-03-31 09:35:00,6960.6,41.45,96.51,62.12,78.43,86.27
2026-03-31 09:40:00,6961.3,41.36,96.74,61.91,78.41,86.17
2026-03-31 09:45:00,6960.2,41.31,97.16,62.38,78.43,86.69
2026-03-31 09:50:00,6951.0,41.29,97.65,62.35,78.46,87.35
2026-03-31 09:55:00,6950.6,41.29,97.95,62.55,78.45,87.37
2026-03-31 10:00:00,6950.7,41.31,98.23,62.17,78.44,87.47
2026-03-31 10:05:00,6943.9,41.35,98.24,61.85,78.46,87.71
2026-03-31 10:10:00,6946.7,41.29,98.62,62.02,78.45,87.86
2026-03-31 10:15:00,6944.6,41.41,98.39,62.54,78.45,87.71
2026-03-31 10:20:00,6954.4,41.38,98.48,62.97,78.43,87.33
2026-03-31 10:25:00,6948.3,41.32,98.5,63.51,78.43,87.46
2026-03-31 10:30:00,6946.3,41.36,98.59,63.66,78.44,87.61
2026-03-31 10:35:00,6949.2,41.28,98.56,63.67,78.44,87.62
2026-03-31 10:40:00,6961.6,41.38,98.66,64.08,78.41,87.17
2026-03-31 10:45:00,6961.7,41.45,98.74,64.21,78.42,87.51
2026-03-31 10:50:00,6959.3,41.36,98.79,64.1,78.43,87.72
2026-03-31 10:55:00,6960.1,41.36,98.99,64.21,78.45,88.17
2026-03-31 11:00:00,6960.4,41.38,98.62,63.67,78.45,87.99
2026-03-31 11:05:00,6962.5,41.32,98.83,63.44,78.45,88.02
2026-03-31 11:10:00,6963.0,41.3,98.66,63.49,78.45,87.94
2026-03-31 11:15:00,6964.8,41.35,98.59,63.48,78.45,87.9
2026-03-31 11:20:00,6975.0,41.43,98.48,63.61,78.46,88.08
2026-03-31 11:25:00,6973.7,41.46,98.92,63.77,78.46,88.26
2026-03-31 11:30:00,6971.6,41.41,98.82,63.41,78.49,88.82
2026-03-31 11:35:00,6960.0,41.41,98.68,63.76,78.51,89.04
2026-03-31 11:40:00,6957.8,41.39,98.29,63.57,78.5,88.74
2026-03-31 11:45:00,6961.5,41.4,98.11,63.91,78.48,88.27
2026-03-31 11:50:00,6968.2,41.39,98.02,63.68,78.46,87.95
2026-03-31 11:55:00,6965.5,41.42,98.37,63.39,78.47,88.39
2026-03-31 12:00:00,6963.9,41.32,98.53,63.62,78.5,88.92
2026-03-31 13:00:00,6952.0,41.19,97.16,63.21,78.48,87.79
2026-03-31 13:05:00,6956.2,41.23,97.09,63.23,78.48,87.89
2026-03-31 13:10:00,6959.4,41.22,97.09,63.42,78.49,87.89
2026-03-31 13:15:00,6963.7,41.25,96.56,63.09,78.5,87.75
2026-03-31 13:20:00,6971.6,41.36,96.65,62.79,78.48,87.6
2026-03-31 13:25:00,6968.0,41.35,96.43,62.57,78.49,87.61
2026-03-31 13:30:00,6969.9,41.27,96.55,62.59,78.48,87.46
2026-03-31 13:35:00,6975.4,41.37,96.5,62.22,78.46,87.06
2026-03-31 13:40:00,6972.4,41.32,96.42,61.86,78.47,87.14
2026-03-31 13:45:00,6972.7,41.31,96.59,61.74,78.46,87.07
2026-03-31 13:50:00,6977.7,41.3,96.43,61.08,78.45,86.81
2026-03-31 13:55:00,6974.3,41.37,95.95,61.14,78.45,86.55
2026-03-31 14:00:00,6982.2,41.39,95.88,61.36,78.43,86.26
2026-03-31 14:05:00,6982.9,41.35,95.94,61.16,78.45,86.67
2026-03-31 14:10:00,6976.4,41.29,95.66,61.16,78.46,86.58
2026-03-31 14:15:00,6988.5,41.32,95.87,60.77,78.46,86.81
2026-03-31 14:20:00,6991.7,41.25,95.81,60.64,78.49,87.32
2026-03-31 14:25:00,6996.3,41.22,95.85,60.94,78.48,87.05
2026-03-31 14:30:00,6992.8,41.31,95.64,60.31,78.48,87.04
2026-03-31 14:35:00,6990.5,41.25,95.58,60.56,78.5,87.32
2026-03-31 14:40:00,6984.9,41.32,96.05,60.59,78.52,87.92
2026-03-31 14:45:00,6989.4,41.26,96.0,59.94,78.5,87.46
2026-03-31 14:50:00,6992.7,41.27,95.76,59.99,78.49,87.19
2026-03-31 14:55:00,6990.0,41.26,95.85,59.91,78.5,87.48
2026-03-31 15:00:00,6988.0,41.2,96.22,60.14,78.54,88.26
2026-03-31 15:05:00,6991.0,41.14,96.27,60.69,78.52,87.97
2026-03-31 15:10:00,6987.5,41.15,95.62,60.93,78.52,87.52
2026-03-31 15:15:00,6989.9,41.16,95.34,60.73,78.52,87.36
2026-03-31 15:20:00,6992.1,41.14,95.04,60.66,78.51,87.1
2026-03-31 15:25:00,6990.2,41.12,94.96,60.36,78.51,87.09
2026-03-31 15:30:00,6991.0,41.16,94.47,60.42,78.47,86.27
2026-03-31 15:35:00,6987.2,41.18,94.16,60.16,78.47,86.01
2026-03-31 15:40:00,6980.8,41.19,93.75,60.13,78.47,85.91
2026-03-31 15:45:00,6987.3,41.18,93.93,60.09,78.46,85.72
2026-03-31 15:50:00,6982.1,41.23,93.44,60.8,78.46,85.41
2026-03-31 15:55:00,6977.7,41.24,93.3,60.86,78.46,85.38
2026-03-31 16:00:00,6988.7,41.25,93.1,60.47,78.45,85.01
2026-04-01 09:30:00,7004.9,41.43,89.38,62.92,78.33,81.98
2026-04-01 09:35:00,7003.8,41.41,89.91,63.36,78.33,82.3
2026-04-01 09:40:00,7005.3,41.39,89.86,62.56,78.32,82.15
2026-04-01 09:45:00,7000.2,41.39,89.23,62.67,78.32,81.75
2026-04-01 09:50:00,7002.5,41.4,89.36,62.68,78.31,81.73
2026-04-01 09:55:00,7005.9,41.44,89.44,62.29,78.31,81.69
2026-04-01 10:00:00,7013.4,41.42,89.41,62.15,78.31,81.66
2026-04-01 10:05:00,7011.5,41.37,89.26,62.02,78.32,81.81
2026-04-01 10:10:00,7004.8,41.36,89.05,61.8,78.34,82.0
2026-04-01 10:15:00,6998.2,41.28,88.6,61.51,78.35,81.92
2026-04-01 10:20:00,7005.9,41.4,88.78,61.54,78.35,81.97
2026-04-01 10:25:00,7015.9,41.38,88.99,60.95,78.33,81.82
2026-04-01 10:30:00,7016.0,41.47,89.63,61.18,78.29,81.49
2026-04-01 10:35:00,7017.8,41.45,89.64,62.1,78.3,81.62
2026-04-01 10:40:00,7026.7,41.43,90.24,61.86,78.29,81.71
2026-04-01 10:45:00,7031.4,41.38,90.49,61.72,78.3,82.05
2026-04-01 10:50:00,7022.8,41.36,90.11,62.04,78.32,82.08
2026-04-01 10:55:00,7026.5,41.47,90.55,61.59,78.32,82.28
2026-04-01 11:00:00,7029.7,41.5,90.88,61.55,78.32,82.47
2026-04-01 11:05:00,7025.4,41.41,90.62,61.41,78.3,82.08
2026-04-01 11:10:00,7033.8,41.39,90.5,61.29,78.29,81.74
2026-04-01 11:15:00,7033.3,41.35,90.44,60.44,78.29,81.8
2026-04-01 11:20:00,7036.4,41.37,91.08,60.54,78.28,81.99
2026-04-01 11:25:00,7039.8,41.37,91.53,60.32,78.27,81.99
2026-04-01 11:30:00,7038.6,41.41,92.21,60.0,78.29,82.76
2026-04-01 11:35:00,7040.8,41.42,92.46,59.39,78.28,82.7
2026-04-01 11:40:00,7049.0,41.41,92.58,59.37,78.25,82.37
2026-04-01 11:45:00,7049.9,41.42,92.23,59.53,78.25,82.04
2026-04-01 11:50:00,7050.5,41.5,92.09,60.2,78.26,82.25
2026-04-01 11:55:00,7064.1,41.55,92.49,59.64,78.22,81.74
2026-04-01 12:00:00,7057.3,41.52,92.74,59.76,78.21,81.7
2026-04-01 13:00:00,7055.9,41.41,91.96,59.19,78.26,82.07
2026-04-01 13:05:00,7050.4,41.38,91.66,59.51,78.23,81.49
2026-04-01 13:10:00,7046.8,41.33,91.78,59.3,78.26,81.91
2026-04-01 13:15:00,7049.1,41.31,91.97,59.01,78.25,81.89
2026-04-01 13:20:00,7049.3,41.32,92.41,59.58,78.24,82.03
2026-04-01 13:25:00,7042.7,41.23,92.76,60.01,78.24,82.21
2026-04-01 13:30:00,7055.2,41.23,92.44,60.5,78.21,81.48
2026-04-01 13:35:00,7056.8,41.19,92.36,61.08,78.21,81.49
2026-04-01 13:40:00,7058.0,41.22,92.43,60.57,78.22,81.73
2026-04-01 13:45:00,7057.5,41.3,92.99,59.99,78.24,82.31
2026-04-01 13:50:00,7060.7,41.29,93.55,59.99,78.25,82.82
2026-04-01 13:55:00,7060.4,41.31,93.86,59.6,78.23,82.54
2026-04-01 14:00:00,7065.0,41.38,93.87,59.87,78.21,82.25
2026-04-01 14:05:00,7064.8,41.44,94.21,60.17,78.21,82.31
2026-04-01 14:10:00,7066.4,41.43,94.57,60.19,78.19,82.18
2026-04-01 14:15:00,7072.7,41.4,94.65,60.1,78.17,81.95
2026-04-01 14:20:00,7069.8,41.38,94.42,60.63,78.13,81.2
2026-04-01 14:25:00,7076.1,41.41,94.36,60.67,78.12,80.86
2026-04-01 14:30:00,7077.4,41.5,93.95,60.02,78.12,80.68
2026-04-01 14:35:00,7083.8,41.46,93.58,60.23,78.14,80.92
2026-04-01 14:40:00,7078.7,41.41,93.3,60.47,78.15,80.84
2026-04-01 14:45:00,7074.9,41.37,92.7,60.98,78.15,80.56
2026-04-01 14:50:00,7077.3,41.39,92.39,60.78,78.15,80.37
2026-04-01 14:55:00,7084.2,41.41,92.5,61.03,78.14,80.25
2026-04-01 15:00:00,7082.7,41.41,92.88,60.91,78.12,80.13
2026-04-01 15:05:00,7079.5,41.36,92.97,61.01,78.13,80.4
2026-04-01 15:10:00,7079.6,41.3,92.95,60.97,78.15,80.83
2026-04-01 15:15:00,7078.1,41.31,93.42,60.64,78.13,80.7
2026-04-01 15:20:00,7078.6,41.32,93.62,60.47,78.12,80.72
2026-04-01 15:25:00,7065.8,41.45,93.11,60.34,78.16,81.04
2026-04-01 15:30:00,7059.5,41.42,93.05,60.51,78.14,80.83
2026-04-01 15:35:00,7063.1,41.42,92.88,60.3,78.13,80.55
2026-04-01 15:40:00,7062.9,41.4,92.96,60.5,78.13,80.54
2026-04-01 15:45:00,7074.5,41.39,92.88,60.39,78.1,79.97
2026-04-01 15:50:00,7072.1,41.38,92.89,60.1,78.07,79.43
2026-04-01 15:55:00,7070.1,41.38,92.72,59.88,78.06,79.25
2026-04-01 16:00:00,7070.6,41.35,92.45,59.97,78.07,79.25
2026-04-02 09:30:00,7115.1,41.49,82.22,52.48,77.99,73.13
2026-04-02 09:35:00,7103.5,41.55,82.25,52.68,77.99,73.23
2026-04-02 09:40:00,7100.6,41.55,81.84,52.4,77.98,72.77
2026-04-02 09:45:00,7105.7,41.58,81.86,52.21,77.98,72.81
2026-04-02 09:50:00,7095.4,41.67,81.68,52.1,78.0,72.98
2026-04-02 09:55:00,7098.1,41.73,81.99,52.29,77.99,73.08
2026-04-02 10:00:00,7099.0,41.72,82.73,52.11,78.0,73.56
2026-04-02 10:05:00,7096.9,41.7,82.52,52.67,78.01,73.64
2026-04-02 10:10:00,7104.6,41.77,82.36,52.39,78.01,73.53
2026-04-02 10:15:00,7103.7,41.75,82.64,52.29,78.01,73.73
2026-04-02 10:20:00,7111.0,41.76,83.07,52.1,78.0,73.73
2026-04-02 10:25:00,7113.8,41.81,83.09,52.73,77.99,73.58
2026-04-02 10:30:00,7115.3,41.78,83.53,52.5,77.98,73.61
2026-04-02 10:35:00,7118.5,41.65,83.57,52.09,77.97,73.51
2026-04-02 10:40:00,7116.1,41.59,83.6,52.33,77.98,73.65
2026-04-02 10:45:00,7115.4,41.67,83.75,51.74,78.0,73.95
2026-04-02 10:50:00,7114.0,41.71,83.68,51.31,78.0,73.99
2026-04-02 10:55:00,7121.0,41.72,83.62,51.43,77.99,73.79
2026-04-02 11:00:00,7124.2,41.76,83.68,51.61,77.98,73.67
2026-04-02 11:05:00,7128.5,41.75,83.53,51.27,77.97,73.37
2026-04-02 11:10:00,7135.1,41.88,83.3,51.43,77.93,72.65
2026-04-02 11:15:00,7129.5,41.82,83.0,52.08,77.95,72.86
2026-04-02 11:20:00,7136.4,41.81,83.43,52.3,77.95,73.15
2026-04-02 11:25:00,7128.0,41.79,82.94,52.18,77.95,72.83
2026-04-02 11:30:00,7137.8,41.72,82.83,52.15,77.92,72.37
2026-04-02 11:35:00,7140.2,41.72,82.85,52.07,77.89,71.97
2026-04-02 11:40:00,7142.4,41.68,82.75,51.85,77.91,72.15
2026-04-02 11:45:00,7137.9,41.64,82.61,51.89,77.91,72.04
2026-04-02 11:50:00,7146.0,41.66,83.15,52.14,77.88,71.87
2026-04-02 11:55:00,7145.8,41.72,83.33,52.15,77.89,72.15
2026-04-02 12:00:00,7143.2,41.8,83.08,51.75,77.88,71.8
2026-04-02 13:00:00,7140.7,41.76,83.1,51.83,77.96,73.06
2026-04-02 13:05:00,7144.1,41.85,83.17,51.35,77.94,72.85
2026-04-02 13:10:00,7145.8,41.8,83.66,51.31,77.94,73.13
2026-04-02 13:15:00,7144.1,41.75,84.24,51.35,77.95,73.52
2026-04-02 13:20:00,7148.0,41.75,84.59,50.75,77.92,73.25
2026-04-02 13:25:00,7155.0,41.78,84.25,50.59,77.92,73.05
2026-04-02 13:30:00,7154.5,41.87,84.28,50.56,77.91,72.77
2026-04-02 13:35:00,7144.2,41.77,84.44,50.17,77.91,73.0
2026-04-02 13:40:00,7141.3,41.73,84.46,50.78,77.93,73.16
2026-04-02 13:45:00,7139.8,41.71,84.31,50.43,77.93,73.1
2026-04-02 13:50:00,7144.2,41.72,84.21,50.57,77.94,73.28
2026-04-02 13:55:00,7155.7,41.75,84.18,49.85,77.94,73.3
2026-04-02 14:00:00,7151.9,41.69,84.26,49.6,77.95,73.44
2026-04-02 14:05:00,7149.9,41.73,84.67,49.09,77.94,73.58
2026-04-02 14:10:00,7147.7,41.67,84.73,49.08,77.95,73.65
2026-04-02 14:15:00,7149.1,41.72,84.79,48.95,77.94,73.6
2026-04-02 14:20:00,7150.2,41.62,84.73,48.99,77.95,73.7
2026-04-02 14:25:00,7151.8,41.66,84.99,49.08,77.95,73.91
2026-04-02 14:30:00,7150.5,41.74,85.14,49.33,77.95,73.9
2026-04-02 14:35:00,7151.2,41.73,85.18,49.33,77.95,73.99
2026-04-02 14:40:00,7156.7,41.7,85.52,49.36,77.93,73.73
2026-04-02 14:45:00,7158.8,41.79,85.77,49.32,77.93,73.9
2026-04-02 14:50:00,7153.2,41.71,85.67,49.15,77.94,73.94
2026-04-02 14:55:00,7151.9,41.64,85.46,49.3,77.94,73.88
2026-04-02 15:00:00,7155.9,41.63,85.29,49.1,77.94,73.92
2026-04-02 15:05:00,7147.2,41.63,85.37,49.4,77.96,74.27
2026-04-02 15:10:00,7143.6,41.62,84.59,49.74,77.96,73.84
2026-04-02 15:15:00,7132.8,41.59,84.14,49.9,77.97,73.76
2026-04-02 15:20:00,7131.4,41.59,84.14,50.31,77.98,73.86
2026-04-02 15:25:00,7138.1,41.6,84.03,49.72,77.96,73.61
2026-04-02 15:30:00,7146.3,41.59,83.69,49.71,77.97,73.57
2026-04-02 15:35:00,7147.1,41.59,83.55,49.44,77.96,73.43
2026-04-02 15:40:00,7157.1,41.57,83.28,49.68,77.95,73.07
2026-04-02 15:45:00,7153.3,41.54,83.23,49.07,77.95,73.11
2026-04-02 15:50:00,7161.0,41.55,83.23,49.0,77.94,72.86
2026-04-02 15:55:00,7159.8,41.62,83.17,48.92,77.92,72.56
2026-04-02 16:00:00,7151.8,41.64,83.26,48.82,77.92,72.54
2026-04-03 09:30:00,7127.6,41.56,80.99,47.29,77.83,70.31
2026-04-03 09:35:00,7134.5,41.57,81.29,47.05,77.81,70.19
2026-04-03 09:40:00,7136.7,41.57,81.37,47.06,77.81,70.29
2026-04-03 09:45:00,7128.5,41.52,80.68,47.1,77.83,70.24
2026-04-03 09:50:00,7128.0,41.5,80.35,46.89,77.85,70.33
